prdtypecode,text,clean_text,codes
1300,"mini,wifi,caméra,drone,quadcopter,ghz,axis,gyro,ufo,fpv,cocoworld,générique,mini,wifi,caméra,drone,quadcopter,ghz,axis,gyro,ufo,fpv,description,marque,dhd,point,fréquence,ghz,canal,canaux,axe,axes,couleur,vert,bleu,copter,batterie,mah,temps,vol,propos,mins,temps,charge,propos,mins,contr,distance,environ,taille,produit,caractéristiques,canaux,mini,quadcopter,mode,détection,gravité,rend,plus,intéressant,contr,ler,drone,caméra,permet,prendre,photos,enregistrer,vidéos,wifi,fpv,temps,réel,apporte,monde,devant,lumi,led,nuit,flight,flips,roll,peut,rendre,vol,plus,permettent,voir,vue,direct,caméra,fpv,tenir,courant,passe,air,technologie,adoptée,anti,ingérence,encore,plus,quadcopter,vole,temps,vont,interférer,uns,autres,axis,vol,quad,giravion,gyroscope,forte,stabilité,peut,facilement,mettre,uvre,divers,mouvements,vol,plus,forte,résistance,vent,plus,facile,contr,ler,lumi,led,deviennent,plus,sécurité,ciel,nocturne,mini,portable,cellule,pliage,peuvent,tre,montés,contr,distance,véhicules,aériens,équipés,plein,air,sac,vol,voyage,facile,sans,pression,fonctions,haut,bas,tourner,gauche,droite,avant,arri,gauche,droite,sidewayfly,flips,roll,led,paquet,contient,quadcopter,camera,sans,fil,batterie,télécommande,étui,protection,extérieure,support,téléphone,quadcoper,chargeur,usb,garde,lame,manuel,peut,facilement,mettre,uvre,divers,mouvements,vol,plus,forte,résistance,vent,plus,facile,contr,ler,lumi,led,deviennent,plus,sécurité,ciel,nocturne,mini,portable,cellule,pliage,peuvent,tre,montés,contr,distance,véhicules,aériens,équipés,plein,air,sac,vol,voyage,facile,sans,pression,fonctions,haut,bas,tourner,gauche,droite,avant,arri,gauche,droite,sidewayfly,flips,roll,led,paquet,contient,quadcopter,camera,sans,fil,batterie,télécommande,étui,protection,extérieure,support,téléphone,quadcoper,chargeur,usb,garde,lame,manuel,peut,facilement,mettre,uvre,divers,mouvements,vol,plus,forte,résistance,vent,plus,facile,contr,ler,lumi,led,deviennent,plus,sécurité,ciel,nocturne,mini,portable,cellule,pliage,peuvent,tre,montés,contr,distance,véhicules,aériens,équipés,plein,air,sac,vol,voyage,facile,sans,pression,fonctions,haut,bas,tourner,gauche,droite,avant,arri,gauche,droite,sidewayfly,flips,roll,led,paquet,contient,quadcopter,camera,sans,fil,batterie,télécommande,étui,protection,extérieure,support,téléphone,quadcoper,chargeur,usb,garde,lame,manuel","['mini', 'wifi', 'caméra', 'drone', 'quadcopter', 'ghz', 'axis', 'gyro', 'ufo', 'fpv', 'cocoworld', 'générique', 'mini', 'wifi', 'caméra', 'drone', 'quadcopter', 'ghz', 'axis', 'gyro', 'ufo', 'fpv', 'description', 'marque', 'dhd', 'point', 'fréquence', 'ghz', 'canal', 'canaux', 'axe', 'axes', 'couleur', 'vert', 'bleu', 'copter', 'batterie', 'mah', 'temps', 'vol', 'propos', 'mins', 'temps', 'charge', 'propos', 'mins', 'contr', 'distance', 'environ', 'taille', 'produit', 'caractéristiques', 'canaux', 'mini', 'quadcopter', 'mode', 'détection', 'gravité', 'rend', 'plus', 'intéressant', 'contr', 'ler', 'drone', 'caméra', 'permet', 'prendre', 'photos', 'enregistrer', 'vidéos', 'wifi', 'fpv', 'temps', 'réel', 'apporte', 'monde', 'devant', 'lumi', 'led', 'nuit', 'flight', 'flips', 'roll', 'peut', 'rendre', 'vol', 'plus', 'permettent', 'voir', 'vue', 'direct', 'caméra', 'fpv', 'tenir', 'courant', 'passe', 'air', 'technologie', 'adoptée', 'anti', 'ingérence', 'encore', 'plus', 'quadcopter', 'vole', 'temps', 'vont', 'interférer', 'uns', 'autres', 'axis', 'vol', 'quad', 'giravion', 'gyroscope', 'forte', 'stabilité', 'peut', 'facilement', 'mettre', 'uvre', 'divers', 'mouvements', 'vol', 'plus', 'forte', 'résistance', 'vent', 'plus', 'facile', 'contr', 'ler', 'lumi', 'led', 'deviennent', 'plus', 'sécurité', 'ciel', 'nocturne', 'mini', 'portable', 'cellule', 'pliage', 'peuvent', 'tre', 'montés', 'contr', 'distance', 'véhicules', 'aériens', 'équipés', 'plein', 'air', 'sac', 'vol', 'voyage', 'facile', 'sans', 'pression', 'fonctions', 'haut', 'bas', 'tourner', 'gauche', 'droite', 'avant', 'arri', 'gauche', 'droite', 'sidewayfly', 'flips', 'roll', 'led', 'paquet', 'contient', 'quadcopter', 'camera', 'sans', 'fil', 'batterie', 'télécommande', 'étui', 'protection', 'extérieure', 'support', 'téléphone', 'quadcoper', 'chargeur', 'usb', 'garde', 'lame', 'manuel', 'peut', 'facilement', 'mettre', 'uvre', 'divers', 'mouvements', 'vol', 'plus', 'forte', 'résistance', 'vent', 'plus', 'facile', 'contr', 'ler', 'lumi', 'led', 'deviennent', 'plus', 'sécurité', 'ciel', 'nocturne', 'mini', 'portable', 'cellule', 'pliage', 'peuvent', 'tre', 'montés', 'contr', 'distance', 'véhicules', 'aériens', 'équipés', 'plein', 'air', 'sac', 'vol', 'voyage', 'facile', 'sans', 'pression', 'fonctions', 'haut', 'bas', 'tourner', 'gauche', 'droite', 'avant', 'arri', 'gauche', 'droite', 'sidewayfly', 'flips', 'roll', 'led', 'paquet', 'contient', 'quadcopter', 'camera', 'sans', 'fil', 'batterie', 'télécommande', 'étui', 'protection', 'extérieure', 'support', 'téléphone', 'quadcoper', 'chargeur', 'usb', 'garde', 'lame', 'manuel', 'peut', 'facilement', 'mettre', 'uvre', 'divers', 'mouvements', 'vol', 'plus', 'forte', 'résistance', 'vent', 'plus', 'facile', 'contr', 'ler', 'lumi', 'led', 'deviennent', 'plus', 'sécurité', 'ciel', 'nocturne', 'mini', 'portable', 'cellule', 'pliage', 'peuvent', 'tre', 'montés', 'contr', 'distance', 'véhicules', 'aériens', 'équipés', 'plein', 'air', 'sac', 'vol', 'voyage', 'facile', 'sans', 'pression', 'fonctions', 'haut', 'bas', 'tourner', 'gauche', 'droite', 'avant', 'arri', 'gauche', 'droite', 'sidewayfly', 'flips', 'roll', 'led', 'paquet', 'contient', 'quadcopter', 'camera', 'sans', 'fil', 'batterie', 'télécommande', 'étui', 'protection', 'extérieure', 'support', 'téléphone', 'quadcoper', 'chargeur', 'usb', 'garde', 'lame', 'manuel']",9
2462,"dsi,chargeur,sacoche,jeux,","['dsi', 'chargeur', 'sacoche', 'jeux']",20
1280,"mod,voiture,pcs,alliage,métallique,jante,roue,traxxas,trx,hsp,scx,voiture,pcs,alliage,métallique,jante,roue,traxxas,trx,hsp,scx,car,description,haute,qualité,moyeux,roue,pouces,alliage,métallique,durable,solide,conviennent,pneus,traxxas,hsp,redcat,tamiya,axiale,scx,hpi,roues,motrices,voiture,qualité,formidable,performance,peut,répondre,besoins,utilisateurs,alors,venez,prendre,maison,excellent,choix,permettra,profiter,plus,plaisir,pouces,jante,roue,blocage,métal,tout,neuf,durable,diam,tre,extérieur,epaisseur,jante,roue,hex,taille,paquet,couleur,noir,poids,matériel,métal,package,comprend,moyeu,roue","['mod', 'voiture', 'pcs', 'alliage', 'métallique', 'jante', 'roue', 'traxxas', 'trx', 'hsp', 'scx', 'voiture', 'pcs', 'alliage', 'métallique', 'jante', 'roue', 'traxxas', 'trx', 'hsp', 'scx', 'car', 'description', 'haute', 'qualité', 'moyeux', 'roue', 'pouces', 'alliage', 'métallique', 'durable', 'solide', 'conviennent', 'pneus', 'traxxas', 'hsp', 'redcat', 'tamiya', 'axiale', 'scx', 'hpi', 'roues', 'motrices', 'voiture', 'qualité', 'formidable', 'performance', 'peut', 'répondre', 'besoins', 'utilisateurs', 'alors', 'venez', 'prendre', 'maison', 'excellent', 'choix', 'permettra', 'profiter', 'plus', 'plaisir', 'pouces', 'jante', 'roue', 'blocage', 'métal', 'tout', 'neuf', 'durable', 'diam', 'tre', 'extérieur', 'epaisseur', 'jante', 'roue', 'hex', 'taille', 'paquet', 'couleur', 'noir', 'poids', 'matériel', 'métal', 'package', 'comprend', 'moyeu', 'roue']",7
2522,"faber,castell,lot,crayons,couleur,polychromos,mine,huile,vert,emeraude,faber,castell,crayon,couleur,polychromos,vert,émeraudepour,artistes,hexagonal,résistant,essuyage,auxintempéries,mine,craie,huile,solideépaisseur,mine,longueur,couleur","['faber', 'castell', 'lot', 'crayons', 'couleur', 'polychromos', 'mine', 'huile', 'vert', 'emeraude', 'faber', 'castell', 'crayon', 'couleur', 'polychromos', 'vert', 'émeraudepour', 'artistes', 'hexagonal', 'résistant', 'essuyage', 'auxintempéries', 'mine', 'craie', 'huile', 'solideépaisseur', 'mine', 'longueur', 'couleur']",21
2280,"univers,france,paris,septembre,lac,protestation,joseph,","['univers', 'france', 'paris', 'septembre', 'lac', 'protestation', 'joseph']",18
1160,"dragon,ball,super,prémisses,peur,peu,commune,","['dragon', 'ball', 'super', 'prémisses', 'peur', 'peu', 'commune']",5
2060,"lampe,lecture,rechargeable,led,lampe,beauté,lampe,protection,yeux,lampe,froide,col,cygne,lampe,moderne,lampe,bureau,rechargeable,nom,marque,syth,ampoules,incluses,oui,certification,ccc,matériel,corps,aluminium,type,ombre,abs,voltage,matériel,aluminium,numéro,mod,syth,dmsh,style,moderne,type,découpage,bouton,poussoir,source,lumi,ampoules,led,type,article,lampes,bureau,source,énergie,terminer,fer,réglable,oui,feature,table,lamp,feature,desk,lamp,feature,led,table,lamp,feature,led,desk,lamp,feature,study,lamp,feature,table,light,feature,usb,led,feature,book,light,feature,reading,light,feature,reading,lamp","['lampe', 'lecture', 'rechargeable', 'led', 'lampe', 'beauté', 'lampe', 'protection', 'yeux', 'lampe', 'froide', 'col', 'cygne', 'lampe', 'moderne', 'lampe', 'bureau', 'rechargeable', 'nom', 'marque', 'syth', 'ampoules', 'incluses', 'oui', 'certification', 'ccc', 'matériel', 'corps', 'aluminium', 'type', 'ombre', 'abs', 'voltage', 'matériel', 'aluminium', 'numéro', 'mod', 'syth', 'dmsh', 'style', 'moderne', 'type', 'découpage', 'bouton', 'poussoir', 'source', 'lumi', 'ampoules', 'led', 'type', 'article', 'lampes', 'bureau', 'source', 'énergie', 'terminer', 'fer', 'réglable', 'oui', 'feature', 'table', 'lamp', 'feature', 'desk', 'lamp', 'feature', 'led', 'table', 'lamp', 'feature', 'led', 'desk', 'lamp', 'feature', 'study', 'lamp', 'feature', 'table', 'light', 'feature', 'usb', 'led', 'feature', 'book', 'light', 'feature', 'reading', 'light', 'feature', 'reading', 'lamp']",16
40,"men,movie,","['men', 'movie']",1
1560,"cagettes,rangement,happy,life,beige,organisez,rangez,mani,scandinave,intérieur,lot,deux,cagettes,citations,débordantes,bonne,humeur,empilables,pourrez,facilement,ranger,obtenir,gain,place,optimal,idée,déco,disposez,sous,table,basse,meuble,rangement,tout,simplement,coin,salon,tant,objets,rangement,décoratifs,fiche,technique,cagettes,bois,différentes,tailles,caracteristiques,techniques,dimensions,grande,cagette,dimensions,petite,cagette,poids","['cagettes', 'rangement', 'happy', 'life', 'beige', 'organisez', 'rangez', 'mani', 'scandinave', 'intérieur', 'lot', 'deux', 'cagettes', 'citations', 'débordantes', 'bonne', 'humeur', 'empilables', 'pourrez', 'facilement', 'ranger', 'obtenir', 'gain', 'place', 'optimal', 'idée', 'déco', 'disposez', 'sous', 'table', 'basse', 'meuble', 'rangement', 'tout', 'simplement', 'coin', 'salon', 'tant', 'objets', 'rangement', 'décoratifs', 'fiche', 'technique', 'cagettes', 'bois', 'différentes', 'tailles', 'caracteristiques', 'techniques', 'dimensions', 'grande', 'cagette', 'dimensions', 'petite', 'cagette', 'poids']",13
2522,"lindner,coin,case,nera,trays,black,coin,inserts,rectangular,compartments,coins,coin,capsules,timeless,elegance,clear,design,versatility,functionality,special,haptics,touch,distinguished,features,nera,series,grained,structure,material,conjunction,colored,stitching,grants,series,individual,character,graphite,colored,padded,lining,lid,nera,case,provides,attractive,contrast,inserts,coins,coin,trays,covered,high,quality,velour,like,surface,coin,case,black,grained,surface,leather,optic,colored,stitching,graphite,colored,padded,lining,lid,trays,black,coin,inserts,rectangular,compartments,coin,inserts,covered,high,quality,velour,like,surface,format,suitable,coins,coin,capsules","['lindner', 'coin', 'case', 'nera', 'trays', 'black', 'coin', 'inserts', 'rectangular', 'compartments', 'coins', 'coin', 'capsules', 'timeless', 'elegance', 'clear', 'design', 'versatility', 'functionality', 'special', 'haptics', 'touch', 'distinguished', 'features', 'nera', 'series', 'grained', 'structure', 'material', 'conjunction', 'colored', 'stitching', 'grants', 'series', 'individual', 'character', 'graphite', 'colored', 'padded', 'lining', 'lid', 'nera', 'case', 'provides', 'attractive', 'contrast', 'inserts', 'coins', 'coin', 'trays', 'covered', 'high', 'quality', 'velour', 'like', 'surface', 'coin', 'case', 'black', 'grained', 'surface', 'leather', 'optic', 'colored', 'stitching', 'graphite', 'colored', 'padded', 'lining', 'lid', 'trays', 'black', 'coin', 'inserts', 'rectangular', 'compartments', 'coin', 'inserts', 'covered', 'high', 'quality', 'velour', 'like', 'surface', 'format', 'suitable', 'coins', 'coin', 'capsules']",21
40,"lord,thé,rings,","['lord', 'thé', 'rings']",1
2060,"decoration,noel,christmas,snowman,kitchen,table,chair,covers,holiday,home,decoration,christmas,snowman,kitchen,table,chair,covers,holiday,home,decoration,description,product,name,christmas,ornamentsbrand,new,high,quality,occasion,party,banquetrestaurantvery,easy,use,simply,stretch,chairmaterial,clothcolor,redblueblackgreensize,cmtips,due,difference,different,monitors,picture,may,reflect,actual,color,item,thanks,package,included,chair,cover","['decoration', 'noel', 'christmas', 'snowman', 'kitchen', 'table', 'chair', 'covers', 'holiday', 'home', 'decoration', 'christmas', 'snowman', 'kitchen', 'table', 'chair', 'covers', 'holiday', 'home', 'decoration', 'description', 'product', 'name', 'christmas', 'ornamentsbrand', 'new', 'high', 'quality', 'occasion', 'party', 'banquetrestaurantvery', 'easy', 'use', 'simply', 'stretch', 'chairmaterial', 'clothcolor', 'redblueblackgreensize', 'cmtips', 'due', 'difference', 'different', 'monitors', 'picture', 'may', 'reflect', 'actual', 'color', 'item', 'thanks', 'package', 'included', 'chair', 'cover']",16
2060,"spots,encastrable,orientable,blanc,led,eqv,blanc,froid,lot,spots,encastrable,orientable,blanc,led,kit,contenant,douilles,ampoules,colerettes,blanche,ampoules,led,fait,partie,vaste,gamme,lampes,ambiance,led,longue,durée,faible,consommation,brillamment,con,ues,culot,sans,avoir,changer,installation,remarquable,combinaison,technologie,haute,efficacité,forme,innovante,ampoules,led,fournit,qualité,lumi,attendez,dure,jusqu,fois,plus,longtemps,fournit,jusqu,économies,énergie,plus,tres,design,ampoules,led,efficacité,rayonnement,pouvant,étendre,jusqu,ampoules,led,meilleures,ampoules,standards,elles,consomment,moins,énergie,solution,économique,écologique,nouvelle,génération,utilisation,maisons,bureaux,restaurants,tels,timents,publics,remplace,enti,rement,lampe,incandescence,halog,standard,installation,facile,longue,durée,vie,avantage,durée,vie,heures,consomme,jusqu,moins,énergie,ampoule,led,omnidirectionnelle,homog,équilibrée,allumage,instantané,efficacité,énergétique,longue,durée,vie,ampoules,led,engendrent,moins,remplacements,lampe,comparaison,sources,incandescentes,halog,nes,standards,douille,céramique,ble,gainé,volts,classe,connecteur,électrique,automatique,vis,double,connexion,montage,parall,arrivée,spot,départ,spot,suivant,sucre,protection,clipsable,dimensions,longueur,diam,tre,conforme,normes,rohs,emc,douille,ampoule,culot,automatique,corps,isolant,steatite,fil,silicone,ble,gainé,sucre,protection,fermeture,clipser,besoin,vis,amovible,double,connexion,montage,série,clipsable,sans,besoin,aider,outil,longueur,résistant,collerette,orientable,ronde,blanche,dimensions,diam,tre,per,age,encastrement,diam,tre,total,support,encastrable,blanc,idéale,centre,orientable,cela,permet,diffuser,lumi,direction,choisie,diam,tre,trou,coupe,ampoule,place,avant,pratique,lorsque,veut,changer,couleur,blanche,permet,intégrer,sans,probl,plafond,blanc,coloré,puissance,douille,alimentation,flux,lumineux,puissance,leds,fréquence,fonctionnement,couleur,lumi,angle,lumi,consommation,kwh,température,fonctionnement,matériel,thermoplastic,aluminium,degré,protection,taille,poids,exploitation,heures","['spots', 'encastrable', 'orientable', 'blanc', 'led', 'eqv', 'blanc', 'froid', 'lot', 'spots', 'encastrable', 'orientable', 'blanc', 'led', 'kit', 'contenant', 'douilles', 'ampoules', 'colerettes', 'blanche', 'ampoules', 'led', 'fait', 'partie', 'vaste', 'gamme', 'lampes', 'ambiance', 'led', 'longue', 'durée', 'faible', 'consommation', 'brillamment', 'con', 'ues', 'culot', 'sans', 'avoir', 'changer', 'installation', 'remarquable', 'combinaison', 'technologie', 'haute', 'efficacité', 'forme', 'innovante', 'ampoules', 'led', 'fournit', 'qualité', 'lumi', 'attendez', 'dure', 'jusqu', 'fois', 'plus', 'longtemps', 'fournit', 'jusqu', 'économies', 'énergie', 'plus', 'tres', 'design', 'ampoules', 'led', 'efficacité', 'rayonnement', 'pouvant', 'étendre', 'jusqu', 'ampoules', 'led', 'meilleures', 'ampoules', 'standards', 'elles', 'consomment', 'moins', 'énergie', 'solution', 'économique', 'écologique', 'nouvelle', 'génération', 'utilisation', 'maisons', 'bureaux', 'restaurants', 'tels', 'timents', 'publics', 'remplace', 'enti', 'rement', 'lampe', 'incandescence', 'halog', 'standard', 'installation', 'facile', 'longue', 'durée', 'vie', 'avantage', 'durée', 'vie', 'heures', 'consomme', 'jusqu', 'moins', 'énergie', 'ampoule', 'led', 'omnidirectionnelle', 'homog', 'équilibrée', 'allumage', 'instantané', 'efficacité', 'énergétique', 'longue', 'durée', 'vie', 'ampoules', 'led', 'engendrent', 'moins', 'remplacements', 'lampe', 'comparaison', 'sources', 'incandescentes', 'halog', 'nes', 'standards', 'douille', 'céramique', 'ble', 'gainé', 'volts', 'classe', 'connecteur', 'électrique', 'automatique', 'vis', 'double', 'connexion', 'montage', 'parall', 'arrivée', 'spot', 'départ', 'spot', 'suivant', 'sucre', 'protection', 'clipsable', 'dimensions', 'longueur', 'diam', 'tre', 'conforme', 'normes', 'rohs', 'emc', 'douille', 'ampoule', 'culot', 'automatique', 'corps', 'isolant', 'steatite', 'fil', 'silicone', 'ble', 'gainé', 'sucre', 'protection', 'fermeture', 'clipser', 'besoin', 'vis', 'amovible', 'double', 'connexion', 'montage', 'série', 'clipsable', 'sans', 'besoin', 'aider', 'outil', 'longueur', 'résistant', 'collerette', 'orientable', 'ronde', 'blanche', 'dimensions', 'diam', 'tre', 'per', 'age', 'encastrement', 'diam', 'tre', 'total', 'support', 'encastrable', 'blanc', 'idéale', 'centre', 'orientable', 'cela', 'permet', 'diffuser', 'lumi', 'direction', 'choisie', 'diam', 'tre', 'trou', 'coupe', 'ampoule', 'place', 'avant', 'pratique', 'lorsque', 'veut', 'changer', 'couleur', 'blanche', 'permet', 'intégrer', 'sans', 'probl', 'plafond', 'blanc', 'coloré', 'puissance', 'douille', 'alimentation', 'flux', 'lumineux', 'puissance', 'leds', 'fréquence', 'fonctionnement', 'couleur', 'lumi', 'angle', 'lumi', 'consommation', 'kwh', 'température', 'fonctionnement', 'matériel', 'thermoplastic', 'aluminium', 'degré', 'protection', 'taille', 'poids', 'exploitation', 'heures']",16
1281,"nouveau,échelle,alloy,mini,pull,back,voiturette,clubs,diecast,jouets,mod,véhicule,nouveau,échelle,alloy,mini,pull,back,voiturette,clubs,mod,caractéristiques,toy,diecast,véhicule,qualité,marque,nouvelle,haute,mini,échelle,retirent,golf,clubs,mod,diecast,tirez,voiture,rel,chez,voiture,aller,vite,douceur,alliage,plastique,couleur,jaune,rouge,bleu,vert,taille,environ,inch,note,tir,lumi,différents,affichages,peut,provoquer,couleur,élément,image,peu,différente,vraie,chose,erreur,mesure,autorisée,contenu,coffret,golf,cart,mod,toy","['nouveau', 'échelle', 'alloy', 'mini', 'pull', 'back', 'voiturette', 'clubs', 'diecast', 'jouets', 'mod', 'véhicule', 'nouveau', 'échelle', 'alloy', 'mini', 'pull', 'back', 'voiturette', 'clubs', 'mod', 'caractéristiques', 'toy', 'diecast', 'véhicule', 'qualité', 'marque', 'nouvelle', 'haute', 'mini', 'échelle', 'retirent', 'golf', 'clubs', 'mod', 'diecast', 'tirez', 'voiture', 'rel', 'chez', 'voiture', 'aller', 'vite', 'douceur', 'alliage', 'plastique', 'couleur', 'jaune', 'rouge', 'bleu', 'vert', 'taille', 'environ', 'inch', 'note', 'tir', 'lumi', 'différents', 'affichages', 'peut', 'provoquer', 'couleur', 'élément', 'image', 'peu', 'différente', 'vraie', 'chose', 'erreur', 'mesure', 'autorisée', 'contenu', 'coffret', 'golf', 'cart', 'mod', 'toy']",8
1920,"pcs,décor,coussin,indépendance,style,jeter,covers,taie,oreiller,pcs,décor,coussin,independence,day,style,throw,taie,oreiller,couvre,vente,produits,point,peut,tre,utilisé,décorer,salon,faire,para,tre,maison,chaleur,plus,confortable,coussin,décoratif,couverture,utilisé,pouces,oreiller,inserts,pls,noter,insertions,inclus,motif,peinture,seul,taies,oreiller,facile,faire,correspondre,canapé,canapé,autre,pillows,soft,durable,deux,intérieur,salon,bureau,chambre,etc,extérieur,terrasse,voiture,etc,fermeture,glissi,cachée,con,draps,coton,coussin,coffre,fort,machine,wash,lavage,sec,hand,dot,non,bleach,tumble,low,non,fer,fait,draps,coton,durable,écologique,materials,keep,place,propre,throw,pillow,contre,zéro,traces,doigts,description,matériel,coton,lin,approx,taille,peut,avoir,écart,raison,produit,date,remarque,pla,permettre,erreur,mineure,raison,mesure,manuelle,raison,différence,entre,différents,moniteurs,image,peut,refléter,couleur,réelle,article,forfait,comprend,pcs,taie,oreiller,non,coussin,intérieur,inclus","['pcs', 'décor', 'coussin', 'indépendance', 'style', 'jeter', 'covers', 'taie', 'oreiller', 'pcs', 'décor', 'coussin', 'independence', 'day', 'style', 'throw', 'taie', 'oreiller', 'couvre', 'vente', 'produits', 'point', 'peut', 'tre', 'utilisé', 'décorer', 'salon', 'faire', 'para', 'tre', 'maison', 'chaleur', 'plus', 'confortable', 'coussin', 'décoratif', 'couverture', 'utilisé', 'pouces', 'oreiller', 'inserts', 'pls', 'noter', 'insertions', 'inclus', 'motif', 'peinture', 'seul', 'taies', 'oreiller', 'facile', 'faire', 'correspondre', 'canapé', 'canapé', 'autre', 'pillows', 'soft', 'durable', 'deux', 'intérieur', 'salon', 'bureau', 'chambre', 'etc', 'extérieur', 'terrasse', 'voiture', 'etc', 'fermeture', 'glissi', 'cachée', 'con', 'draps', 'coton', 'coussin', 'coffre', 'fort', 'machine', 'wash', 'lavage', 'sec', 'hand', 'dot', 'non', 'bleach', 'tumble', 'low', 'non', 'fer', 'fait', 'draps', 'coton', 'durable', 'écologique', 'materials', 'keep', 'place', 'propre', 'throw', 'pillow', 'contre', 'zéro', 'traces', 'doigts', 'description', 'matériel', 'coton', 'lin', 'approx', 'taille', 'peut', 'avoir', 'écart', 'raison', 'produit', 'date', 'remarque', 'pla', 'permettre', 'erreur', 'mineure', 'raison', 'mesure', 'manuelle', 'raison', 'différence', 'entre', 'différents', 'moniteurs', 'image', 'peut', 'refléter', 'couleur', 'réelle', 'article', 'forfait', 'comprend', 'pcs', 'taie', 'oreiller', 'non', 'coussin', 'intérieur', 'inclus']",14
